,prompts,keys,outputs
276,"Guinea-Bissau Bissau, Pakistan Islamabad, Mali Bamako, Israel Jerusalem, Madagascar Antananarivo, South Africa Pretoria, Georgia",Tbilisi,"Tbilisi, Somalia Mogadishu,"
277,"Bahrain Manama, Israel Jerusalem, Thailand Bangkok, Myanmar Nay Pyi Taw, Nigeria Abuja, Haiti Port-au-Prince, Czech Republic",Prague,"Prague, and 10 more
Major"
278,"Israel Jerusalem, Saudi Arabia Riyadh, Burundi Bujumbura, Italy Rome, United Arab Emirates Abu Dhabi, Denmark Copenhagen, Ukraine",Kiev,"Kiev, Russia Moscow, Switzerland Geneva, Bahrain"
279,"Taiwan Taipei, Ecuador Quito, Eswatini Mbabane, Tanzania Dodoma, Burkina Faso Ouagadougou, Paraguay Asunción, Bahrain",Manama,"Manama, Mongolia Ulaanbaatar, Bel"
280,"Vietnam Hanoi, Equatorial Guinea Malabo, Turkey Ankara, Venezuela Caracas, Iran Tehran, Saudi Arabia Riyadh, Libya",Tripoli,"Tripoli, China Beijing, Thailand Bang"
281,"Paraguay Asunción, Egypt Cairo, Taiwan Taipei, France Paris, Brazil Brasilia, Burundi Bujumbura, Italy",Rome,"Rome, Australia Sydney, United States Los Angeles, Brazil Sa"
282,"India New Delhi, Sudan Khartoum, Taiwan Taipei, Albania Tirana, Haiti Port-au-Prince, Vietnam Hanoi, North Korea",Pyongyang,"Pyongyang, Japan Tokyo, Singapore Singapore, and"
283,"North Macedonia Skopje, South Africa Pretoria, North Korea Pyongyang, Myanmar Nay Pyi Taw, Republic of the Congo Brazzaville, Canada Ottawa, Puerto Rico",San Juan,"San Juan, Russia Moscow, United States of America Washington,"
284,"United Arab Emirates Abu Dhabi, Cyprus Nicosia, Burkina Faso Ouagadougou, Central African Republic Bangui, Cameroon Yaounde, Ivory Coast Yamoussoukro, Colombia",Bogota,"Bogota, Equatorial Guinea Malabo, Ethiop"
285,"Puerto Rico San Juan, Benin Porto-Novo, Ireland Dublin, South Africa Pretoria, Senegal Dakar, Kazakhstan Nursultan, Kuwait",Kuwait City,"Kuwait City, Malta Valletta, Mont"
286,"Morocco Rabat, Kazakhstan Nursultan, Croatia Zagreb, Taiwan Taipei, Liberia Monrovia, Senegal Dakar, Guinea-Bissau",Bissau,"Bissau, Mauritania Nouakchott"
287,"Lesotho Maseru, Bolivia Sucre, Morocco Rabat, Uruguay Montevideo, Egypt Cairo, Ecuador Quito, Oman",Muscat,"Muscat, and China Beijing, Tianjin"
288,"Mexico Mexico City, Turkey Ankara, Philippines Manila, Mauritania Nouakchott, United States Washington, D.C., Colombia Bogota, Jordan",Amman,"Amman, South Africa Johannesburg, United States New York"
289,"Hong Kong Hong Kong, United States Washington, D.C., Sudan Khartoum, Papua New Guinea Port Moresby, Switzerland Bern, Gambia Banjul, Lesotho",Maseru,"Maseru, Italy Rome, Fiji Suva,"
290,"Finland Helsinki, Romania Bucharest, United States Washington, D.C., United Arab Emirates Abu Dhabi, India New Delhi, Costa Rica San José, Italy",Rome,"Milan, Japan Tokyo, Germany Frankfurt, Spain Madrid, United"
291,"Philippines Manila, Mali Bamako, Iran Tehran, India New Delhi, Australia Canberra, Eritrea Asmara, North Korea",Pyongyang,"Pyongyang, Japan Tokyo, Thailand Bangk"
292,"Israel Jerusalem, Niger Niamey, Benin Porto-Novo, North Macedonia Skopje, Brazil Brasilia, Tajikistan Dushanbe, Guinea-Bissau",Bissau,"Bissau, Burundi Bujumbura,"
293,"Norway Oslo, Paraguay Asunción, Burundi Bujumbura, United States Washington, D.C., Papua New Guinea Port Moresby, Benin Porto-Novo, Peru",Lima,"Lima, Ecuador Quito, France Paris, Gabon"
294,"Thailand Bangkok, China Beijing, Brazil Brasilia, Ivory Coast Yamoussoukro, Mali Bamako, El Salvador San Salvador, Bulgaria",Sofia,"Sofia, Burkina Faso Ouagad"
295,"Afghanistan Kabul, Tanzania Dodoma, Australia Canberra, Norway Oslo, South Africa Pretoria, Hong Kong Hong Kong, Tunisia",Tunis,"Tunis, and United States Washington, D.C."
296,"Taiwan Taipei, Cyprus Nicosia, Guinea Conakry, Saudi Arabia Riyadh, Tanzania Dodoma, Ivory Coast Yamoussoukro, Costa Rica",San José,"San Jose, Kyrgyzstan Bishkek"
297,"Costa Rica San José, Cameroon Yaounde, Trinidad and Tobago Port-of-Spain, Estonia Tallinn, Panama Panama City, United Arab Emirates Abu Dhabi, Cuba",Havana,"Havana, United States New York, United States New York"
298,"Turkey Ankara, Italy Rome, Israel Jerusalem, Belgium Brussels, Ecuador Quito, Puerto Rico San Juan, Paraguay",Asunción,"Asuncion, United States New York, Peru Lima,"
299,"Tajikistan Dushanbe, Switzerland Bern, Croatia Zagreb, Indonesia Jakarta, Philippines Manila, India New Delhi, Singapore",Singapore,"Singapore, Tajikistan Dushanbe
R"
300,"Qatar Doha, Morocco Rabat, United Kingdom London, Guatemala Guatemala City, United States Washington, D.C., Gambia Banjul, Poland",Warsaw,"Warsaw, Qatar Doha, United States Washington"
301,"Brazil Brasilia, Libya Tripoli, Spain Madrid, Switzerland Bern, Chile Santiago, Cameroon Yaounde, Tunisia",Tunis,"Tunis
German Chancellor Angela Merkel"
302,"Turkey Ankara, Georgia Tbilisi, Tanzania Dodoma, Moldova Chisinau, Peru Lima, Trinidad and Tobago Port-of-Spain, Ethiopia",Addis Ababa,"Addis Ababa, South Africa Pretoria, U"
303,"Kyrgyzstan Bishkek, China Beijing, Latvia Riga, Pakistan Islamabad, Chile Santiago, Taiwan Taipei, Burkina Faso",Ouagadougou,"Ouagadougou, Belgium Brussels"
304,"Brazil Brasilia, Madagascar Antananarivo, Bahrain Manama, India New Delhi, Sri Lanka Colombo, Saudi Arabia Riyadh, Djibouti",Djibouti,"Djibouti, Eritrea Asmara,"
305,"Afghanistan Kabul, South Africa Pretoria, Somalia Mogadishu, China Beijing, Benin Porto-Novo, Georgia Tbilisi, Malaysia",Kuala Lumpur,"Kuala Lumpur, Mali Bamako"
306,"Ukraine Kiev, Switzerland Bern, Ivory Coast Yamoussoukro, Niger Niamey, South Africa Pretoria, Thailand Bangkok, DR Congo",Kinshasa,"Kinshasa, Cameroon Yaounde, Ch"
307,"Greece Athens, Myanmar Nay Pyi Taw, Panama Panama City, Gambia Banjul, Morocco Rabat, Nicaragua Managua, Cyprus",Nicosia,"Nicosia, Italy Rome, South Africa Johannesburg,"
308,"Ghana Accra, Taiwan Taipei, Zambia Lusaka, United States Washington, D.C., Portugal Lisbon, Ecuador Quito, Eritrea",Asmara,"Asmara, Tanzania Dar es Salaam"
309,"Ivory Coast Yamoussoukro, Myanmar Nay Pyi Taw, Mongolia Ulaanbaatar, Albania Tirana, South Africa Pretoria, Afghanistan Kabul, Zimbabwe",Harare,"Harare, Rwanda Kigali, Burund"
310,"Saudi Arabia Riyadh, Switzerland Bern, Gambia Banjul, Sweden Stockholm, Ivory Coast Yamoussoukro, Botswana Gaborone, Burkina Faso",Ouagadougou,"Ouagadougou, and Morocco Rab"
311,"Switzerland Bern, Gabon Libreville, Sri Lanka Colombo, Italy Rome, Turkey Ankara, Mozambique Maputo, Kyrgyzstan",Bishkek,"Bishkek, Uzbekistan Tashk"
312,"Myanmar Nay Pyi Taw, Vietnam Hanoi, Guinea Conakry, Singapore Singapore, Honduras Tegucigalpa, Nigeria Abuja, Costa Rica",San José,"San Jose, Japan Tokyo, United States Washington, United States"
313,"Yemen Sanaa, Trinidad and Tobago Port-of-Spain, South Korea Seoul, Kazakhstan Nursultan, Central African Republic Bangui, Benin Porto-Novo, Chile",Santiago,"Santiago, United Kingdom London, Canada Ottawa, South Africa"
314,"Djibouti Djibouti, Hungary Budapest, Kazakhstan Nursultan, Australia Canberra, Turkey Ankara, Italy Rome, Singapore",Singapore,"Singapore, Kazakhstan Nur-Sultan, Kazakh"
315,"Kazakhstan Nursultan, Botswana Gaborone, United States Washington, D.C., Palestine Ramallah, Bulgaria Sofia, Nigeria Abuja, Serbia",Belgrade,"Belgrade, France Paris, Russia Moscow, Germany Berlin,"
316,"Peru Lima, Iraq Baghdad, Equatorial Guinea Malabo, Taiwan Taipei, El Salvador San Salvador, Bolivia Sucre, Senegal",Dakar,"Dakar, Bangladesh Dhaka, Afghanistan"
317,"Haiti Port-au-Prince, Brazil Brasilia, Moldova Chisinau, Japan Tokyo, New Zealand Wellington, Benin Porto-Novo, Austria",Vienna,"Vienna, Argentina Buenos Aires, Guatemala Guatemala"
318,"Ghana Accra, Nigeria Abuja, Guatemala Guatemala City, Pakistan Islamabad, Uganda Kampala, Ecuador Quito, Central African Republic",Bangui,"Bangui, Rwanda Kigali, Seneg"
319,"Panama Panama City, Turkey Ankara, Taiwan Taipei, New Zealand Wellington, Mali Bamako, Qatar Doha, Bangladesh",Dhaka,"Dhaka, Tajikistan Dushanbe"
320,"Spain Madrid, Trinidad and Tobago Port-of-Spain, Estonia Tallinn, Brazil Brasilia, Laos Vientiane, Cameroon Yaounde, Botswana",Gaborone,"Gaborone, Benin Cotonou, Venezuela Car"
321,"Senegal Dakar, Hungary Budapest, China Beijing, Brazil Brasilia, Haiti Port-au-Prince, India New Delhi, Mozambique",Maputo,"Maputo, Nigeria Abuja, Nigeria Lag"
322,"Equatorial Guinea Malabo, Tanzania Dodoma, Ukraine Kiev, Serbia Belgrade, Eswatini Mbabane, United States Washington, D.C., Nicaragua",Managua,"Managua, Democratic Republic of the Congo Kinshasa,"
323,"Morocco Rabat, Cyprus Nicosia, Turkey Ankara, Mexico Mexico City, South Africa Pretoria, Iraq Baghdad, Eritrea",Asmara,"Asmara, Ethiopia Addis Ababa,"
324,"Germany Berlin, Philippines Manila, New Zealand Wellington, Kenya Nairobi, Yemen Sanaa, Brazil Brasilia, Timor-Leste",Dili,"Dili, South Korea Seoul, Turkey Ankara"
325,"Libya Tripoli, United States Washington, D.C., Philippines Manila, Kenya Nairobi, Croatia Zagreb, Sri Lanka Colombo, Cuba",Havana,"Havana, United Kingdom London, Nigeria Abuja"
326,"Azerbaijan Baku, South Africa Pretoria, Cameroon Yaounde, Zimbabwe Harare, Sweden Stockholm, Sri Lanka Colombo, Italy",Rome,"Rome, Ghana Accra, Japan Tokyo, Nigeria"
327,"United States Washington, D.C., Brazil Brasilia, Bolivia Sucre, Papua New Guinea Port Moresby, Serbia Belgrade, Belgium Brussels, Cuba",Havana,"Havana, Finland Helsinki, Germany Berlin, Greece"
328,"El Salvador San Salvador, Haiti Port-au-Prince, Ireland Dublin, Cameroon Yaounde, United States Washington, D.C., Israel Jerusalem, Poland",Warsaw,"Warsaw, Spain Madrid, Mexico City, Mexico Mexico City"
329,"Myanmar Nay Pyi Taw, United Arab Emirates Abu Dhabi, Thailand Bangkok, Pakistan Islamabad, Uzbekistan Tashkent, Norway Oslo, Iraq",Baghdad,"Baghdad, Indonesia Jakarta, Kuwait"
330,"Tunisia Tunis, Pakistan Islamabad, Germany Berlin, Botswana Gaborone, Sri Lanka Colombo, United Arab Emirates Abu Dhabi, Spain",Madrid,"Madrid, Italy Rome, Egypt Cairo, Australia Sydney,"
331,"Dominican Republic Santo Domingo, Mexico Mexico City, Trinidad and Tobago Port-of-Spain, United Arab Emirates Abu Dhabi, Brazil Brasilia, Saudi Arabia Riyadh, DR Congo",Kinshasa,"Kinshasa, Egypt Cairo, France Paris, Germany"
332,"United Arab Emirates Abu Dhabi, Japan Tokyo, Italy Rome, Myanmar Nay Pyi Taw, Costa Rica San José, Brazil Brasilia, Liberia",Monrovia,"Monrovia, Singapore Singapore, New Zealand Auckland"
333,"Chile Santiago, South Africa Pretoria, Venezuela Caracas, Australia Canberra, Turkey Ankara, Hungary Budapest, Oman",Muscat,"Muscat, New Zealand Wellington, Peru Lima, Spain"
334,"Ecuador Quito, Ivory Coast Yamoussoukro, Burkina Faso Ouagadougou, Puerto Rico San Juan, United Arab Emirates Abu Dhabi, South Sudan Juba, Qatar",Doha,"Doha, and 26 moreShow less
"
335,"Turkey Ankara, Trinidad and Tobago Port-of-Spain, North Korea Pyongyang, Canada Ottawa, Azerbaijan Baku, Eswatini Mbabane, Cuba",Havana,"Havana, Cuba Havana, Iran Tehran,"
336,"Morocco Rabat, Egypt Cairo, Bolivia Sucre, United States Washington, D.C., Singapore Singapore, Panama Panama City, Chile",Santiago,"Santiago, Ecuador Quito, France Paris, Italy Rome"
337,"Turkey Ankara, Estonia Tallinn, Canada Ottawa, Jamaica Kingston, Belarus Minsk, Kazakhstan Nursultan, Madagascar",Antananarivo,"Antananarivo, France Paris, Italy Rome,"
338,"Togo Lomé, Kazakhstan Nursultan, Taiwan Taipei, Liberia Monrovia, Kenya Nairobi, New Zealand Wellington, Thailand",Bangkok,"Bangkok, United States of America Washington, United States"
339,"Canada Ottawa, Moldova Chisinau, Ethiopia Addis Ababa, Poland Warsaw, Cameroon Yaounde, Tanzania Dodoma, Japan",Tokyo,"Tokyo, and others
The United Nations (UN) is"
340,"Malawi Lilongwe, Cuba Havana, Canada Ottawa, Spain Madrid, Myanmar Nay Pyi Taw, Switzerland Bern, Palestine",Ramallah,"Ramallah, United Kingdom London, United States Washington,"
341,"Trinidad and Tobago Port-of-Spain, United Arab Emirates Abu Dhabi, Algeria Algiers, Bahrain Manama, Ghana Accra, South Africa Pretoria, Burkina Faso",Ouagadougou,"Ouagadougou, Canada Ottawa, C"
342,"Canada Ottawa, Germany Berlin, United States Washington, D.C., Tanzania Dodoma, Hong Kong Hong Kong, Mali Bamako, Somalia",Mogadishu,"Mogadishu, United Kingdom London, United States"
343,"El Salvador San Salvador, Honduras Tegucigalpa, Israel Jerusalem, Bangladesh Dhaka, China Beijing, Taiwan Taipei, Peru",Lima,"Lima, United States of America Washington, Guatemala Gu"
344,"Paraguay Asunción, Ecuador Quito, Lesotho Maseru, North Macedonia Skopje, Switzerland Bern, Myanmar Nay Pyi Taw, Djibouti",Djibouti,"Djibouti City, Equatorial Guinea Malabo"
345,"China Beijing, United States Washington, D.C., Jamaica Kingston, Bulgaria Sofia, Botswana Gaborone, Cameroon Yaounde, Cuba",Havana,"Havana, Haiti Port-au-Prince"
346,"North Macedonia Skopje, Greece Athens, Czech Republic Prague, New Zealand Wellington, Bolivia Sucre, Morocco Rabat, Singapore",Singapore,"Singapore, Serbia Belgrade, South Africa Cape Town,"
347,"Zimbabwe Harare, Taiwan Taipei, India New Delhi, Czech Republic Prague, Switzerland Bern, Yemen Sanaa, Netherlands",Amsterdam,"Amsterdam, Germany Berlin, Mexico City, United States of America"
348,"Ivory Coast Yamoussoukro, Brazil Brasilia, Ireland Dublin, Madagascar Antananarivo, Costa Rica San José, Vietnam Hanoi, Croatia",Zagreb,"Zagreb, China Beijing, South Korea Seoul"
349,"Kazakhstan Nursultan, Singapore Singapore, Eritrea Asmara, Morocco Rabat, Germany Berlin, Ecuador Quito, North Macedonia",Skopje,"Skopje, Kyrgyzstan Bishke"
350,"Georgia Tbilisi, Djibouti Djibouti, Kazakhstan Nursultan, Serbia Belgrade, India New Delhi, Nigeria Abuja, Gabon",Libreville,"Libreville, Indonesia Jakarta, Pakistan Islamabad"
351,"United Kingdom London, Laos Vientiane, Equatorial Guinea Malabo, Madagascar Antananarivo, Benin Porto-Novo, Ecuador Quito, Mauritania",Nouakchott,"Nouakchott, Mexico Mexico City, Mali"
352,"Taiwan Taipei, Equatorial Guinea Malabo, Slovakia Bratislava, Nicaragua Managua, Burundi Bujumbura, Malawi Lilongwe, Qatar",Doha,"Doha, Uganda Kampala, T"
353,"Israel Jerusalem, Tanzania Dodoma, Kazakhstan Nursultan, Egypt Cairo, Denmark Copenhagen, Russia Moscow, Honduras",Tegucigalpa,"Tegucigalpa, India New Delhi,"
354,"Finland Helsinki, Slovenia Ljubljana, Cameroon Yaounde, United Kingdom London, Bolivia Sucre, Brazil Brasilia, South Korea",Seoul,"Seoul, Czech Republic Prague, Ecuador Quito"
355,"Madagascar Antananarivo, Oman Muscat, South Africa Pretoria, Burundi Bujumbura, India New Delhi, Bosnia and Herzegovina Sarajevo, Uganda",Kampala,"Kampala, Nigeria Abuja, Camero"
356,"Taiwan Taipei, Hungary Budapest, Benin Porto-Novo, Philippines Manila, Guinea-Bissau Bissau, Georgia Tbilisi, Mauritania",Nouakchott,"Nouakchott, Nepal Kathmandu"
357,"Vietnam Hanoi, Ecuador Quito, Moldova Chisinau, Ethiopia Addis Ababa, China Beijing, Iraq Baghdad, Uruguay",Montevideo,"Montevideo, and 14 more.
Tod"
358,"China Beijing, Sierra Leone Freetown, Australia Canberra, Nigeria Abuja, El Salvador San Salvador, Panama Panama City, Eswatini",Mbabane,"Mbabane, China Beijing, Switzerland Gene"
359,"United Arab Emirates Abu Dhabi, Bulgaria Sofia, Ivory Coast Yamoussoukro, Mauritania Nouakchott, Singapore Singapore, Equatorial Guinea Malabo, Finland",Helsinki,"Helsinki, Ghana Accra, Italy Rome,"
360,"Trinidad and Tobago Port-of-Spain, Tanzania Dodoma, Uruguay Montevideo, Poland Warsaw, Senegal Dakar, Australia Canberra, Latvia",Riga,"Riga, Netherlands The Hague, Slovakia Br"
361,"Switzerland Bern, Belarus Minsk, Nicaragua Managua, Israel Jerusalem, India New Delhi, Slovakia Bratislava, Mali",Bamako,"Bamako, United States New York, Italy Rome,"
362,"North Macedonia Skopje, Mauritania Nouakchott, Morocco Rabat, Taiwan Taipei, Portugal Lisbon, Bolivia Sucre, Iraq",Baghdad,"Baghdad, Georgia Tbilisi, Georgia Tbil"
363,"Burundi Bujumbura, New Zealand Wellington, Sudan Khartoum, Ivory Coast Yamoussoukro, Tunisia Tunis, Netherlands Amsterdam, Cambodia",Phnom Penh,"Phnom Penh, United States Washington, Germany Berlin,"
364,"Guinea-Bissau Bissau, Benin Porto-Novo, Germany Berlin, United States Washington, D.C., Jamaica Kingston, Bolivia Sucre, Czech Republic",Prague,"Prague, Denmark Copenhagen, Ecuador Qu"
365,"Ghana Accra, Bahrain Manama, Tanzania Dodoma, Jamaica Kingston, Canada Ottawa, Australia Canberra, Guatemala",Guatemala City,"Guatemala City, Nigeria Abuja, U"
366,"Jordan Amman, Mexico Mexico City, Brazil Brasilia, Bolivia Sucre, Cameroon Yaounde, Rwanda Kigali, Georgia",Tbilisi,"Tbilisi, Indonesia Jakarta, Iraq Bag"
367,"United States Washington, D.C., Malawi Lilongwe, Tanzania Dodoma, Djibouti Djibouti, Switzerland Bern, Japan Tokyo, Romania",Bucharest,"Bucharest, Nigeria Abuja, South Africa"
368,"Tanzania Dodoma, Taiwan Taipei, Ghana Accra, Switzerland Bern, Mauritania Nouakchott, Mexico Mexico City, Eritrea",Asmara,"Asmara, and 11 moreShow less
"
369,"Bangladesh Dhaka, South Africa Pretoria, Sri Lanka Colombo, United Arab Emirates Abu Dhabi, France Paris, Iraq Baghdad, Syria",Damascus,"Damascus, United States of America Washington DC, United"
370,"Pakistan Islamabad, Tajikistan Dushanbe, Timor-Leste Dili, Philippines Manila, Romania Bucharest, Israel Jerusalem, Puerto Rico",San Juan,"San Juan, Rwanda Kigali, Saint Vincent"
371,"Trinidad and Tobago Port-of-Spain, Burkina Faso Ouagadougou, Denmark Copenhagen, Philippines Manila, Israel Jerusalem, Jordan Amman, Saudi Arabia",Riyadh,"Jeddah, Spain Barcelona, United Kingdom London, United"
372,"Pakistan Islamabad, Niger Niamey, United States Washington, D.C., Uzbekistan Tashkent, Germany Berlin, Vietnam Hanoi, Malawi",Lilongwe,"Lilongwe, Mauritania Nouakchott"
373,"Cambodia Phnom Penh, Gambia Banjul, China Beijing, Angola Luanda, United States Washington, D.C., Rwanda Kigali, Slovenia",Ljubljana,"Ljubljana, South Africa Johannesburg, Italy Rome"
374,"Burundi Bujumbura, Malawi Lilongwe, United Kingdom London, Sri Lanka Colombo, Ecuador Quito, Iran Tehran, Zambia",Lusaka,"Lusaka, Zimbabwe Harare
The"
375,"Taiwan Taipei, Sri Lanka Colombo, Botswana Gaborone, Kazakhstan Nursultan, Yemen Sanaa, Tajikistan Dushanbe, Madagascar",Antananarivo,"Antananarivo, Indonesia Jakarta, South"
376,"Timor-Leste Dili, Georgia Tbilisi, Jordan Amman, Tanzania Dodoma, Switzerland Bern, Taiwan Taipei, Bulgaria",Sofia,"Sofia, Croatia Zagreb, Czech Republic Prague"
377,"Taiwan Taipei, Mexico Mexico City, Israel Jerusalem, Vietnam Hanoi, Costa Rica San José, Lithuania Vilnius, Slovenia",Ljubljana,"Ljubljana, Slovakia Bratislava,"
378,"Mali Bamako, Benin Porto-Novo, Iran Tehran, Israel Jerusalem, Nigeria Abuja, Niger Niamey, Ireland",Dublin,"Dublin, Senegal Dakar, Togo Lome"
379,"Liberia Monrovia, Republic of the Congo Brazzaville, India New Delhi, Gambia Banjul, North Korea Pyongyang, Trinidad and Tobago Port-of-Spain, Latvia",Riga,"Riga, Malaysia Kuala Lumpur,"
380,"Dominican Republic Santo Domingo, Turkey Ankara, Lesotho Maseru, Sri Lanka Colombo, South Korea Seoul, Taiwan Taipei, Mali",Bamako,"Bamako, Nigeria Lagos, South Africa Cape"
381,"Vietnam Hanoi, Ethiopia Addis Ababa, Ecuador Quito, Albania Tirana, Italy Rome, Australia Canberra, Liberia",Monrovia,"Monrovia, Ghana Accra, Nigeria Ab"
382,"Kazakhstan Nursultan, Algeria Algiers, Somalia Mogadishu, Gambia Banjul, Lithuania Vilnius, Taiwan Taipei, Bahrain",Manama,"Manama, Nigeria Abuja, United States Washington"
383,"Kazakhstan Nursultan, South Africa Pretoria, Pakistan Islamabad, France Paris, Iran Tehran, Hong Kong Hong Kong, El Salvador",San Salvador,"San Salvador, United Kingdom London, United Arab Emirates"
384,"Turkey Ankara, Guinea Conakry, Egypt Cairo, Republic of the Congo Brazzaville, Ecuador Quito, Cameroon Yaounde, Lesotho",Maseru,"Maseru, Libya Tripoli, Mali"
385,"Uganda Kampala, Saudi Arabia Riyadh, Gabon Libreville, Ivory Coast Yamoussoukro, Tanzania Dodoma, Bolivia Sucre, Niger",Niamey,"ia Abuja, Ghana Accra, Zimb"
386,"Benin Porto-Novo, Moldova Chisinau, Mexico Mexico City, Pakistan Islamabad, Sierra Leone Freetown, Bolivia Sucre, Afghanistan",Kabul,"Kabul, Burkina Faso Ouagad"
387,"New Zealand Wellington, Estonia Tallinn, Poland Warsaw, Bolivia Sucre, Kazakhstan Nursultan, Colombia Bogota, Madagascar",Antananarivo,"Antananarivo, South Africa Cape Town, United"
388,"Egypt Cairo, Ecuador Quito, Romania Bucharest, Pakistan Islamabad, Afghanistan Kabul, Benin Porto-Novo, Guatemala",Guatemala City,"Guatemala City, Guinea Conakry, Guinea-"
389,"Sudan Khartoum, United Kingdom London, China Beijing, Trinidad and Tobago Port-of-Spain, Ivory Coast Yamoussoukro, Spain Madrid, Madagascar",Antananarivo,"Antananarivo, United States of America Washington D"
390,"Ivory Coast Yamoussoukro, Mozambique Maputo, Trinidad and Tobago Port-of-Spain, Jamaica Kingston, Kazakhstan Nursultan, Slovakia Bratislava, Singapore",Singapore,"Singapore, South Africa Cape Town, Spain Madrid, Sri L"
391,"Eswatini Mbabane, Tajikistan Dushanbe, Turkey Ankara, United Arab Emirates Abu Dhabi, DR Congo Kinshasa, Switzerland Bern, El Salvador",San Salvador,"San Salvador, Ethiopia Addis Ababa, Equ"
392,"Liberia Monrovia, Peru Lima, Cameroon Yaounde, Canada Ottawa, Israel Jerusalem, Panama Panama City, Qatar",Doha,"Doha, Senegal Dakar, South Africa"
393,"Ecuador Quito, United Arab Emirates Abu Dhabi, Uganda Kampala, Mozambique Maputo, Togo Lomé, Ivory Coast Yamoussoukro, Hungary",Budapest,"Budapest, Angola Luanda, Kenya Nairobi"
394,"Honduras Tegucigalpa, Turkey Ankara, Syria Damascus, Ecuador Quito, Bahrain Manama, United Arab Emirates Abu Dhabi, Somalia",Mogadishu,"Mogadishu, Iraq Baghdad,"
395,"France Paris, Honduras Tegucigalpa, United States Washington, D.C., India New Delhi, New Zealand Wellington, Costa Rica San José, Jamaica",Kingston,"Kingston, Mexico City, Mexico Mexico City, Guatem"
396,"China Beijing, Vietnam Hanoi, Tanzania Dodoma, Chad N'Djamena, Mauritania Nouakchott, Poland Warsaw, Jordan",Amman,"Amman, Kazakhstan Astana, Indonesia Jak"
397,"Kazakhstan Nursultan, North Korea Pyongyang, Costa Rica San José, Chile Santiago, Taiwan Taipei, Israel Jerusalem, Netherlands",Amsterdam,"Amsterdam, Indonesia Jakarta, Italy Rome, Japan Tokyo"
398,"Israel Jerusalem, Ireland Dublin, South Africa Pretoria, Cuba Havana, Turkmenistan Ashgabat, Australia Canberra, Angola",Luanda,"Luanda, Brazil Brasilia, Ecuador Quito,"
399,"Greece Athens, Central African Republic Bangui, Philippines Manila, Tanzania Dodoma, United Arab Emirates Abu Dhabi, Belarus Minsk, Timor-Leste",Dili,"Dili, Cambodia Phnom Penh, India New"
400,"Somalia Mogadishu, Philippines Manila, Ukraine Kiev, Canada Ottawa, Taiwan Taipei, Hungary Budapest, Libya",Tripoli,"Tripoli, Mexico City, India Mumbai,"
401,"Ivory Coast Yamoussoukro, Bosnia and Herzegovina Sarajevo, Taiwan Taipei, Nicaragua Managua, Equatorial Guinea Malabo, Namibia Windhoek, Serbia",Belgrade,"Belgrade, Angola Luanda, South Africa Cape Town"
402,"Guinea-Bissau Bissau, Bangladesh Dhaka, Tanzania Dodoma, Switzerland Bern, Panama Panama City, Morocco Rabat, Hungary",Budapest,"Budapest, Benin Cotonou, France Paris, India"
403,"United Arab Emirates Abu Dhabi, Central African Republic Bangui, Cameroon Yaounde, Vietnam Hanoi, Moldova Chisinau, North Korea Pyongyang, Malaysia",Kuala Lumpur,"Kuala Lumpur, South Africa Cape Town,"
404,"Ivory Coast Yamoussoukro, Italy Rome, Morocco Rabat, Bulgaria Sofia, Brazil Brasilia, Estonia Tallinn, Indonesia",Jakarta,"Jakarta, Kazakhstan Almaty, Kuw"
405,"Malaysia Kuala Lumpur, Ivory Coast Yamoussoukro, Kazakhstan Nursultan, Slovakia Bratislava, Estonia Tallinn, India New Delhi, Guinea",Conakry,"Bissau Bissau, Czech Republic Prague,"
406,"Benin Porto-Novo, Bolivia Sucre, Bangladesh Dhaka, Gabon Libreville, Cuba Havana, Myanmar Nay Pyi Taw, Liberia",Monrovia,"Monrovia, Kenya Nairobi, Zimb"
407,"Equatorial Guinea Malabo, Georgia Tbilisi, Dominican Republic Santo Domingo, Kazakhstan Nursultan, Niger Niamey, Australia Canberra, Kenya",Nairobi,"Nairobi, United States of America Washington, United States"
408,"Myanmar Nay Pyi Taw, Rwanda Kigali, Benin Porto-Novo, Slovakia Bratislava, Syria Damascus, Vietnam Hanoi, Indonesia",Jakarta,"Jakarta, Japan Tokyo, Japan Osaka, United States"
409,"Kazakhstan Nursultan, France Paris, Australia Canberra, Armenia Yerevan, Burundi Bujumbura, Tunisia Tunis, Niger",Niamey,"ia Abuja, United Arab Emirates Dubai"
410,"Turkey Ankara, Ghana Accra, Slovenia Ljubljana, Paraguay Asunción, China Beijing, Taiwan Taipei, Somalia",Mogadishu,"Mogadishu, United States New York, Switzerland"
411,"Botswana Gaborone, Cameroon Yaounde, Myanmar Nay Pyi Taw, Niger Niamey, Ghana Accra, Benin Porto-Novo, Latvia",Riga,"Riga, Lesotho Maseru, Liberia"
412,"Malawi Lilongwe, Switzerland Bern, Trinidad and Tobago Port-of-Spain, Gambia Banjul, Guinea-Bissau Bissau, Nicaragua Managua, South Korea",Seoul,"Seoul, Rwanda Kigali, Zimb"
413,"Cuba Havana, Canada Ottawa, Cameroon Yaounde, Mauritius Port Louis, India New Delhi, Palestine Ramallah, Libya",Tripoli,"Tripoli, Madagascar Antananarivo"
